1	1	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	2	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	3	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	4	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	5	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	6	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	7	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	8	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	9	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	10	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	11	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	12	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	13	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	14	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	15	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	16	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	17	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	18	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	19	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	20	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	21	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	22	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	23	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	24	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	25	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	26	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	27	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	28	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	29	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	30	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	31	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	32	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	33	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	34	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	35	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	36	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	37	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	38	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	39	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	40	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	41	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	42	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	43	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	44	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	45	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	46	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	47	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	48	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	49	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	50	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	51	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	52	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	53	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	54	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	55	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	56	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	57	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	58	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	59	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	60	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	61	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
1	62	EUR_AFR	pois2	indep	0.05	100000	200	100000	200	7.573169e-4	1.713863e-5
