1	1	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	2	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	3	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	4	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	5	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	6	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	7	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	8	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	9	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	10	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	11	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	12	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	13	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	14	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	15	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	16	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	17	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	18	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	19	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	20	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	21	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	22	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	23	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	24	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	25	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	26	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	27	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	28	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	29	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	30	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	31	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	32	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	33	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	34	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	35	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	36	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	37	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	38	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	39	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	40	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
1	41	EUR_AFR	pois2	indep	0.05	7.573169e-4	150000	100	150000	100
