meanchi	medianchi	maxchi	minchi	CHR	PHEN	POP	P0	P1
0.9528026360211003	0.42640900000000004	10.504081000000001	1e-6	19	RDW	AA	80840	759545
1.4621874575444027	0.638491878064873	20.663265306122444	0	19	RDW	meta	80840	759545
1.5181791009389671	0.8611840000000001	20.394256	1e-6	7	WBC	EA	2891307	3614282
1.2314925042194094	0.6076205000000001	13.868176000000002	0	7	WBC	AA	2891307	3614282
1.4012782318494974	0.6858686471837161	26.126122448979594	0	7	WBC	meta	2891307	3614282
1.6045750460955863	0.6544810000000001	25.150224999999995	0	10	WBC	EA	129447260	131346389
1.0946182536397124	0.46991050000000006	16.908544	0	10	WBC	AA	129447260	131346389
1.4234398880001615	0.583696	20.622917878031267	0	10	WBC	meta	129447260	131346389
1.5038823833128834	0.9044009999999999	27.552000999999997	0	11	WBC	EA	7597312	8717944
0.881669297634271	0.36240399999999995	12.752041000000002	0	11	WBC	AA	7597312	8717944
1.3142355430274828	0.7231214324810384	25.226857286749404	0	11	WBC	meta	7597312	8717944
5.782955107230607	2.6699559999999996	25.100099999999998	4e-6	12	WBC	EA	32925788	37463042
1.217357185813858	0.5012639999999999	15.468488999999998	0	12	WBC	AA	32925788	37463042
2.9950516018037887	0.7687687687687689	24.067588320204855	0	12	WBC	meta	32925788	37463042
1.8569733828582216	0.8281000000000001	27.741289000000005	0	14	WBC	EA	77634879	79720317
0.9373180513338293	0.4802489999999999	14.791716000000001	0	14	WBC	AA	77634879	79720317
1.363196417406467	0.597529	26.112800300300307	0	14	WBC	meta	77634879	79720317
2.2461915329518183	0.7516889999999999	25.877568999999998	1e-6	3	PLT	EA	132116793	133991494
1.02879867018089	0.47886399999999996	13.483584	0	3	PLT	AA	132116793	133991494
1.7075766325402286	0.6320250000000001	27.964714714714717	0	3	PLT	meta	132116793	133991494
2.123965102785783	1.252161	16.711744	4e-6	4	PLT	EA	99415218	99757394
1.2710419473282444	0.6233105000000001	10.601536	2.5e-5	4	PLT	AA	99415218	99757394
1.8049895265337812	0.8028160000000001	26.253003003003	9e-6	4	PLT	meta	99415218	99757394
1.9633046911984087	0.7569	21.123216	1e-6	6	PLT	EA	52879943	53542405
0.7463732302452316	0.383161	9.024016	0	6	PLT	AA	52879943	53542405
1.5310861021946407	0.583193202704713	24.764784197702753	0	6	PLT	meta	52879943	53542405
0.8569607307176391	0.255025	59.320804	0	7	PLT	EA	2891307	3614282
1.1859104382520582	0.583696	10.975969000000001	0	7	PLT	AA	2891307	3614282
1.0938012600087692	0.39410480349344984	71.82867346938777	0	7	PLT	meta	2891307	3614282
2.637474342049768	1.2056040000000001	22.886656	1e-6	8	PLT	EA	93291867	95192970
0.8513304825227018	0.378225	12.645136	1e-6	8	PLT	AA	93291867	95192970
1.8583759446333583	0.685584	23.520270270270277	0	8	PLT	meta	93291867	95192970
2.174645715618661	0.972196	25.290841	1e-6	10	PLT	EA	65790181	68136895
1.55343352437285	0.769129	16.883881	0	10	PLT	AA	65790181	68136895
1.99242230852371	0.9531645191782997	29.43243243243244	0	10	PLT	meta	65790181	68136895
1.4871448543374053	0.585225	17.884441000000002	0	2	MPV	EA	156704002	159348421
0.9867602820581178	0.45562500000000006	13.249600000000001	0	2	MPV	AA	156704002	159348421
1.2544955748042432	0.49984899999999993	17.884441000000002	0	2	MPV	meta	156704002	159348421
1.197989658606718	0.47059600000000007	21.799560999999997	0	3	MPV	EA	186204368	188897888
1.0436424206999841	0.4719690000000001	16.208675999999997	0	3	MPV	AA	186204368	188897888
1.1737850015193068	0.450815959434013	23.625540865384618	0	3	MPV	meta	186204368	188897888
1.274191238539722	0.582169	11.296321	0	4	MPV	EA	45187702	47496218
1.1706967665163472	0.527076	16.088121	0	4	MPV	AA	45187702	47496218
1.2266541871025638	0.567009	16.66738311465923	0	4	MPV	meta	45187702	47496218
2.4701927748822605	1.0100249999999997	26.3169	0	5	MPV	EA	64671328	66240605
1.1720727117403755	0.6336160000000001	19.439280999999998	0	5	MPV	AA	64671328	66240605
1.8390344693390073	0.786769	29.68021680216802	0	5	MPV	meta	64671328	66240605
2.3243481456594326	0.795664	23.658496	0	9	MPV	EA	126717270	129322797
1.1538943417527354	0.549081	18.766223999999998	0	9	MPV	AA	126717270	129322797
1.6767781333030058	0.6479969208595387	28.40914297861285	0	9	MPV	meta	126717270	129322797
2.4610921568687645	0.968256	28.037025	0	15	MPV	EA	57472659	59846871
1.0655475263464096	0.49773049999999996	21.169201	0	15	MPV	AA	57472659	59846871
1.7671016847975736	0.6789759999999999	27.536745515311118	0	15	MPV	meta	57472659	59846871
1.546306044578593	0.7224999999999999	20.232004000000003	1e-6	17	MPV	EA	150263	1163453
0.8870642371259304	0.361201	13.512976000000002	0	17	MPV	AA	150263	1163453
1.3166599480199555	0.5063508122345071	24.238890162806694	0	17	MPV	meta	150263	1163453
2.552772225290453	0.47059600000000007	28.472896000000002	0	4	LYM	EA	16576874	18750386
1.3364050777089784	0.6577210000000001	19.280881	0	4	LYM	AA	16576874	18750386
1.8949770063540645	0.5885885885885885	24.901632653061224	0	4	LYM	meta	16576874	18750386
1.1533583388216624	0.4914009999999999	20.241000999999997	0	4	LYM	EA	112300363	114376991
0.9988351793712079	0.4719690000000001	11.303044	0	4	LYM	AA	112300363	114376991
1.082347328078192	0.44448979591836735	20.735823754789273	0	4	LYM	meta	112300363	114376991
1.5757967489730715	0.605284	26.635920999999996	0	5	LYM	EA	8494854	11171605
1.0629388003962357	0.48580899999999994	13.830960999999999	0	5	LYM	AA	8494854	11171605
1.3821588417689181	0.5415973511404806	24.886582070663888	0	5	LYM	meta	8494854	11171605
2.3301313834276893	0.7938810000000001	22.733824	0	10	LYM	EA	122600595	123865009
0.9948225909469129	0.44622400000000007	13.351716	0	10	LYM	AA	122600595	123865009
1.8835435194790278	0.6432040000000001	23.961726579334403	0	10	LYM	meta	122600595	123865009
1.510289288960458	0.690561	26.491609000000004	0	15	LYM	EA	98329467	100056626
1.0533289407922461	0.47265650000000003	12.773475999999999	0	15	LYM	AA	98329467	100056626
1.3366739954638387	0.5493464052287581	24.57332128876844	0	15	LYM	meta	98329467	100056626
1.6985821970967339	0.6691239999999999	27.825625000000002	0	16	LYM	EA	12682441	15926520
0.9492422710439009	0.41602500000000003	11.930116000000002	0	16	LYM	AA	12682441	15926520
1.4035786116419806	0.5734084402991967	28.663265306122444	0	16	LYM	meta	12682441	15926520
2.0830240385860765	0.6528640000000001	24.720784000000005	1e-6	16	LYM	EA	17971630	19693871
1.0370759373123786	0.5112249999999999	11.751184	0	16	LYM	AA	17971630	19693871
1.6127184313294538	0.556516	26.237229139486075	0	16	LYM	meta	17971630	19693871
2.43965048691301	0.772641	28.100601	0	21	LYM	EA	37882887	40429468
1.0543109706920362	0.4893004999999999	17.875984	0	21	LYM	AA	37882887	40429468
1.8851495594096386	0.6789759999999999	27.91112244897959	0	21	LYM	meta	37882887	40429468
1.51449824795177	0.779689	23.872996	0	2	NEU	EA	156704002	159348421
1.0382659275271324	0.4802489999999999	14.485636	0	2	NEU	AA	156704002	159348421
1.291387555746915	0.5981563890654801	26.126122448979594	0	2	NEU	meta	156704002	159348421
1.3758806938296446	0.8145065	13.712209	1e-6	7	NEU	EA	2891307	3614282
1.1745885116082735	0.47817249999999994	11.916304	0	7	NEU	AA	2891307	3614282
1.4185405834871425	0.770884	13.712209	0	7	NEU	meta	2891307	3614282
2.562599458423432	0.990025	23.396568999999996	4e-6	9	NEU	EA	119020547	121609816
1.0261102564680518	0.47886399999999996	14.167695999999998	0	9	NEU	AA	119020547	121609816
1.6969125089253174	0.6872409999999999	20.516819441119125	0	9	NEU	meta	119020547	121609816
1.1655161226391955	0.6691239999999999	22.344529	0	11	NEU	EA	7597312	8717944
0.9812103183125599	0.418609	12.988816	0	11	NEU	AA	7597312	8717944
1.1348508321085906	0.6213235294117647	20.025408163265304	0	11	NEU	meta	7597312	8717944
1.3408240798760134	0.712336	11.168964	0	18	NEU	EA	63987229	65443903
1.050750066063226	0.4879024999999999	10.588516	0	18	NEU	AA	63987229	65443903
1.1551263191916743	0.568516	13.678025230470645	0	18	NEU	meta	63987229	65443903
3.6088434175171646	1.507984	27.973520999999998	0	20	NEU	EA	31936457	35150770
0.856367347778587	0.385641	12.630916	0	20	NEU	AA	31936457	35150770
2.0580477025877446	0.6859279557398666	27.394756	0	20	NEU	meta	31936457	35150770
1.7484877262448881	0.6723999999999999	20.457528999999997	0	1	MON	EA	201555661	203398648
0.9079137015295576	0.42640900000000004	11.751184	1e-6	1	MON	AA	201555661	203398648
1.334997004015031	0.5218175329716248	21.077086100254245	0	1	MON	meta	201555661	203398648
2.066002531988393	1.185921	22.429695999999996	0	1	MON	EA	226339236	229233485
0.799821562480787	0.3862625	10.751840999999999	0	1	MON	AA	226339236	229233485
1.4842270910674558	0.6789759999999999	25.28932393984555	0	1	MON	meta	226339236	229233485
2.1567265064935066	1.3806250000000002	16.949689	0	3	MON	EA	97641862	98497231
1.0602070331845528	0.47059600000000007	9.012004	0	3	MON	AA	97641862	98497231
1.689031037851247	0.804609	22.690777097513426	0	3	MON	meta	97641862	98497231
1.2264439996648793	0.5041	17.205903999999997	0	7	MON	EA	2891307	3614282
0.9721259609622284	0.4489000000000001	12.425625	0	7	MON	AA	2891307	3614282
1.1062322714552284	0.43956900000000004	19.583119844735563	0	7	MON	meta	2891307	3614282
1.7474884429727742	0.692224	28.987456000000005	0	11	MON	EA	7597312	8717944
0.8830202804410354	0.43956900000000004	11.437924	0	11	MON	AA	7597312	8717944
1.4973679157384894	0.620944	27.133680999999996	0	11	MON	meta	7597312	8717944
1.7820958807250589	0.749956	25.664355999999998	0	12	MON	EA	7842401	10219776
1.1731856341612534	0.5476	19.829209000000002	0	12	MON	AA	7842401	10219776
1.4445442030959605	0.6208559024079459	24.398353128676057	0	12	MON	meta	7842401	10219776
4.7160160724815725	1.760929	22.391824000000003	0	12	MON	EA	32925788	37463042
1.2344340053078555	0.763876	10.673288999999999	0	12	MON	AA	32925788	37463042
2.726187838839102	1.127844	21.37326846119643	0	12	MON	meta	32925788	37463042
2.659837512612821	1.2454560000000003	19.607184	0	12	MON	EA	106565509	108311677
1.077459795448566	0.47059600000000007	18.4041	0	12	MON	AA	106565509	108311677
1.9043851021978342	0.767376	22.45577726011544	0	12	MON	meta	106565509	108311677
1.8288266598415783	0.567009	21.585316	0	14	MON	EA	86869187	89432163
1.0106325374886336	0.522729	11.874916	0	14	MON	AA	86869187	89432163
1.407576523545678	0.565504	26.66788658207067	0	14	MON	meta	86869187	89432163
5.549676871673004	2.0064745	24.1081	1e-6	19	MON	EA	21857340	22551744
1.0901413495426096	0.4442225000000001	22.600515999999995	0	19	MON	AA	21857340	22551744
3.1593776364814836	1.0532544378698228	27.57964468533574	0	19	MON	meta	21857340	22551744
0.779001028635953	0.28783250000000005	12.075625	0	19	MON	EA	22551744	28429411
1.6069647654205608	0.7938810000000001	14.167695999999998	0	19	MON	AA	22551744	28429411
0.980095044174954	0.468181052379709	12.789692854944077	0	19	MON	meta	22551744	28429411
1.2718652085633049	0.405769	25.462116	0	19	MON	EA	28429411	30235494
0.8884098210305135	0.357604	13.307904	0	19	MON	AA	28429411	30235494
1.065262421139233	0.3606005	25.902677232306296	0	19	MON	meta	28429411	30235494
2.366114713001259	1.1363560000000001	21.436899999999998	0	20	MON	EA	44431497	46805476
0.8413752089190009	0.42510400000000004	11.641744	0	20	MON	AA	44431497	46805476
1.6270953555836767	0.719123029038547	24.79319760273355	0	20	MON	meta	44431497	46805476
1.6444887477582846	0.6146560000000001	21.641104000000002	0	9	BAS	EA	97550436	101791107
1.1365751277987421	0.4760999999999999	15.776784	0	9	BAS	AA	97550436	101791107
1.4076471962808685	0.519841	25.408265306122452	0	9	BAS	meta	97550436	101791107
1.19475644665195	0.6193690000000001	10.791225	0	11	BAS	EA	7597312	8717944
0.9880592319884727	0.45427600000000007	11.168964	0	11	BAS	AA	7597312	8717944
1.2286821100153211	0.5625	12.264907914385264	0	11	BAS	meta	7597312	8717944
1.315224340698393	0.540225	15.960025000000002	0	11	BAS	EA	75176317	78017239
1.2073897749393834	0.5328999999999999	21.150801	0	11	BAS	AA	75176317	78017239
1.2736321356757292	0.5354282805015522	18.34448979591837	0	11	BAS	meta	75176317	78017239
2.2999320369100977	0.675684	20.894040999999998	1e-6	4	EOS	EA	86009110	87578112
0.7358418198448705	0.388129	9.048064	0	4	EOS	AA	86009110	87578112
1.6075613743510375	0.517460751787119	23.119999999999994	0	4	EOS	meta	86009110	87578112
1.5235968352879854	0.565504	24.840256	0	10	EOS	EA	121378246	122600595
1.3700238639100126	0.6006250000000001	13.1044	0	10	EOS	AA	121378246	122600595
1.4286858338043427	0.5553846153846156	28.358728448275862	0	10	EOS	meta	121378246	122600595
1.6927407368162866	0.835396	12.285025	0	11	EOS	EA	7597312	8717944
1.052471069577735	0.432964	11.148921	0	11	EOS	AA	7597312	8717944
1.433979851114801	0.6169502836169505	12.386778846153844	0	11	EOS	meta	7597312	8717944
1.2404188251138089	0.5929	18.870336000000002	0	14	EOS	EA	77634879	79720317
1.0074360179825494	0.49984899999999993	13.965169000000001	0	14	EOS	AA	77634879	79720317
1.118442177880051	0.5184	18.870336000000002	0	14	EOS	meta	77634879	79720317
4.487651529550271	2.013561	23.251684	0	17	EOS	EA	28548124	31459361
1.07772870860133	0.46785600000000005	11.235904	0	17	EOS	AA	28548124	31459361
2.5926941927175746	0.8556250000000001	27.675675675675667	0	17	EOS	meta	28548124	31459361
1.35087305924771	0.43692100000000006	22.771984000000003	0	22	EOS	EA	21513100	22945183
1.2085438910818713	0.49843599999999993	13.7641	0	22	EOS	AA	21513100	22945183
1.2287104497283483	0.4230255910857157	21.921124000000002	0	22	EOS	meta	21513100	22945183
2.20580155125	0.8611840000000001	24.216241000000004	1e-6	1	HGB	EA	36206464	38266469
1.0246625069428101	0.41216400000000003	13.512976000000002	0	1	HGB	AA	36206464	38266469
1.6505494812002202	0.635209	24.672945240728573	0	1	HGB	meta	36206464	38266469
1.6672501912758997	0.537289	24.990000999999996	0	2	HGB	EA	8417006	10101670
1.011403669694366	0.45427600000000007	12.8881	0	2	HGB	AA	8417006	10101670
1.3806193103509996	0.45024100000000006	28.693881381381384	0	2	HGB	meta	8417006	10101670
2.1065580054063795	0.9506249999999999	26.009999999999998	0	4	HGB	EA	1476986	3543180
0.8640142030467027	0.380689	13.264164	0	4	HGB	AA	1476986	3543180
1.5557150556296186	0.5760810000000001	29.06279636905568	0	4	HGB	meta	1476986	3543180
1.718878451502146	0.748225	24.373969000000002	0	5	HGB	EA	138651723	141958824
0.883530275434975	0.43033600000000005	9.381969000000002	0	5	HGB	AA	138651723	141958824
1.3690565698860941	0.6241000000000001	25.141891891891895	0	5	HGB	meta	138651723	141958824
1.6590032326043738	0.734449	33.189121	0	6	HGB	EA	52879943	53542405
1.2892749952380953	0.582169	13.1769	0	6	HGB	AA	52879943	53542405
1.5830903264996876	0.6650404999999999	38.59411764705882	0	6	HGB	meta	52879943	53542405
1.1364443113049312	0.388129	18.49	0	7	HGB	EA	2891307	3614282
0.8458675198647506	0.378225	11.276164000000001	1e-6	7	HGB	AA	2891307	3614282
1.0484179774574036	0.379456	20.43918918918919	0	7	HGB	meta	2891307	3614282
2.415970929721538	0.765625	29.235649	0	9	HGB	EA	103085273	104785969
1.2474199081301665	0.556516	15.578809	0	9	HGB	AA	103085273	104785969
1.6769279386517677	0.5972041950836637	26.306700413859154	0	9	HGB	meta	103085273	104785969
1.2553901597397903	0.552049	16.883881	4e-6	19	HGB	EA	80840	759545
0.9780242931478619	0.432964	12.446784000000001	0	19	HGB	AA	80840	759545
1.2120024494899604	0.5159825891879127	20.07716346153846	0	19	HGB	meta	80840	759545
1.4556803794132274	0.564001	23.107249000000003	4e-6	6	HCT	EA	52879943	53542405
1.4284837952380953	0.795664	18.105024999999998	0	6	HCT	AA	52879943	53542405
1.4831309749968054	0.7072809999999999	27.06581742168625	0	6	HCT	meta	52879943	53542405
0.9743766034887622	0.390625	18.309841	1e-6	7	HCT	EA	2891307	3614282
0.848784752797129	0.34456899999999996	10.712529000000002	0	7	HCT	AA	2891307	3614282
0.9649769056503649	0.37088099999999996	20.315503003003002	0	7	HCT	meta	2891307	3614282
2.144179189844638	0.522729	24.314761	0	9	HCT	EA	103085273	104785969
1.264552366603892	0.525625	14.653583999999999	0	9	HCT	AA	103085273	104785969
1.5915710688689233	0.4624000000000001	26.126122448979594	0	9	HCT	meta	103085273	104785969
2.8757716887306244	1.2566420000000003	23.406244	0	11	HCT	EA	67072204	69043369
1.057558510428737	0.535824	17.960644000000002	0	11	HCT	AA	67072204	69043369
1.9356775585385204	0.7430439999999999	28.01795918367347	0	11	HCT	meta	67072204	69043369
1.11370883044107	0.5249005	15.023375999999999	1e-6	19	HCT	EA	80840	759545
1.0051789711488923	0.4529290000000001	13.256881	1e-6	19	HCT	AA	80840	759545
1.106938952180243	0.5033499172261185	21.115665462210174	0	19	HCT	meta	80840	759545
3.0658919051463167	0.804609	23.590449000000003	0	2	MCV	EA	196203830	197680526
1.0674453772030652	0.512656	19.210689	0	2	MCV	AA	196203830	197680526
2.0840074802547317	0.662596	23.520270270270277	0	2	MCV	meta	196203830	197680526
4.361748083515284	2.2260730000000004	23.270975999999997	1e-6	3	MCV	EA	45778345	47384240
0.7982009232732222	0.352836	11.868025	0	3	MCV	AA	45778345	47384240
2.8791422966732036	0.842724	28.547297297297302	0	3	MCV	meta	45778345	47384240
1.9510168835028607	0.4651240000000001	25.857225	0	4	MCV	EA	96991364	99415218
1.2093309904098435	0.6609689999999999	11.874916	0	4	MCV	AA	96991364	99415218
1.5936801108065672	0.49577003038541495	26.098617788461535	0	4	MCV	meta	96991364	99415218
3.3811497742555234	1.7848960000000003	22.972849	1e-6	4	MCV	EA	99415218	99757394
0.8128718061302682	0.36240399999999995	12.630916	4e-6	4	MCV	AA	99415218	99757394
2.231455207638951	0.801025	28.255255255255257	0	4	MCV	meta	99415218	99757394
2.2589783889328063	0.7832250000000001	24.671088999999995	0	5	MCV	EA	11940	982158
0.7956337214771266	0.29920900000000006	12.285025	0	5	MCV	AA	11940	982158
1.8060787982105622	0.5722925000000001	26.183272907637257	0	5	MCV	meta	11940	982158
1.8363904269366198	0.7157159999999999	28.987456000000005	0	6	MCV	EA	77456403	79427797
0.9227005873311142	0.366025	11.390625	0	6	MCV	AA	77456403	79427797
1.4260522020479405	0.5271400434664494	27.85913807918567	0	6	MCV	meta	77456403	79427797
2.005288655315747	0.697225	28.772496	0	10	MCV	EA	15901476	18010436
1.0067044976273614	0.4872039999999999	13.060996	0	10	MCV	AA	15901476	18010436
1.5001771706712341	0.5572625	26.959647147147145	0	10	MCV	meta	15901476	18010436
1.5669640120098038	0.786769	20.912329000000003	0	16	MCV	EA	50255268	53763145
1.1299652855465692	0.508369	16.224783999999996	0	16	MCV	AA	50255268	53763145
1.4030616530817515	0.625681	25.922790365862625	0	16	MCV	meta	50255268	53763145
3.171119190261497	1.4920625	29.484899999999996	9e-6	19	MCV	EA	11415921	12389673
1.0651149095106187	0.49280399999999996	15.555136	0	19	MCV	AA	11415921	12389673
1.9790128145027974	0.7912105	29.484899999999996	0	19	MCV	meta	11415921	12389673
1.53371608640553	0.7965565000000001	11.655396000000001	0	1	MCH	EA	154721871	156857804
1.113694184959047	0.45832900000000004	15.976009	0	1	MCH	AA	154721871	156857804
1.3142644499071061	0.553536	16.110915596915333	0	1	MCH	meta	154721871	156857804
2.4468254180129754	0.7921	21.483224999999997	0	2	MCH	EA	91589275	99584522
1.1481627777304118	0.556516	14.837903999999998	0	2	MCH	AA	91589275	99584522
1.9691209602718949	0.768578360019408	27.153298902076134	0	2	MCH	meta	91589275	99584522
1.5733537224327738	0.589824	21.762225	1e-6	3	MCH	EA	43153774	45778345
1.0629738314294228	0.4719690000000001	16.080099999999998	0	3	MCH	AA	43153774	45778345
1.3279944802066816	0.512656	25.91249374904685	0	3	MCH	meta	43153774	45778345
3.9627337346771996	1.868689	22.762441	0	3	MCH	EA	45778345	47384240
0.8901946727775856	0.4296805	10.374841	0	3	MCH	AA	45778345	47384240
2.6483917864497135	0.8226490000000001	26.306700413859154	0	3	MCH	meta	45778345	47384240
2.4130374822286265	1.5625	12.716356	1e-6	4	MCH	EA	99415218	99757394
0.98184073903177	0.4051325	17.884441000000002	1e-6	4	MCH	AA	99415218	99757394
1.9766254808875474	0.8272058823529411	19.264981017204224	0	4	MCH	meta	99415218	99757394
1.424262733439927	0.6037290000000001	26.863488999999998	1e-6	5	MCH	EA	8494854	11171605
1.0047587211287479	0.48163599999999995	13.786369	0	5	MCH	AA	8494854	11171605
1.288686000826896	0.5450923625141593	24.889903754169673	0	5	MCH	meta	8494854	11171605
1.4381286598095886	0.3925025	19.527560999999995	0	9	MCH	EA	121609816	124089125
0.9629016447556736	0.41216400000000003	13.838400000000002	0	9	MCH	AA	121609816	124089125
1.1736071497249514	0.385641	24.93249642760136	0	9	MCH	meta	121609816	124089125
1.7479512465020577	0.6424025000000001	28.847641000000003	0	15	MCH	EA	33016680	35153929
0.9418793096545616	0.43956900000000004	14.853316000000001	0	15	MCH	AA	33016680	35153929
1.4174274405045757	0.5301587030133049	26.918865107018405	0	15	MCH	meta	33016680	35153929
1.8849063597404188	0.9292959999999999	20.214016000000004	0	16	MCH	EA	50255268	53763145
1.1160261605697637	0.5328999999999999	15.649936	0	16	MCH	AA	50255268	53763145
1.5838222087400406	0.714098555340835	19.633761	0	16	MCH	meta	50255268	53763145
1.9524636502683363	0.813605	20.711601	0	17	MCH	EA	4726055	5782151
0.9092401950602879	0.4489000000000001	10.916415999999998	0	17	MCH	AA	4726055	5782151
1.6280598220545088	0.6617824999999999	20.534634136014184	0	17	MCH	meta	4726055	5782151
2.095167024110672	0.6683064999999999	23.059203999999998	4e-6	1	MCHC	EA	11716602	12628470
1.0321767717417782	0.512656	10.575503999999999	0	1	MCHC	AA	11716602	12628470
1.6527227900969925	0.529984	22.88238274316091	0	1	MCHC	meta	11716602	12628470
1.8534887391023571	0.8695565000000001	21.921124000000002	0	2	MCHC	EA	99584522	102072238
1.0471957854366416	0.540225	15.960025000000002	0	2	MCHC	AA	99584522	102072238
